name,position,value,teamName,teamId
Gabriel Strefezza,,¬ 300Th.  ,SPAL,3204
Mohamed Fares,,¬ 6.00m  ,SPAL,3204
Marco Spina,Attacking Midfield,¬ 50Th.  ,SPAL,3204
Lazar Nikolic,Left Winger,¬ 75Th.  ,SPAL,3204
Marko Jankovic,Right Winger,¬ 1.80m  ,SPAL,3204
Andrea Petagna,Centre-Forward,¬ 20.00m  ,SPAL,3204
Gabriele Moncini,Centre-Forward,¬ 2.00m  ,SPAL,3204
Alberto Paloschi,Centre-Forward,¬ 2.00m  ,SPAL,3204
Mattia Finotto,Centre-Forward,¬ 800Th.  ,SPAL,3204
Mirco Antenucci,Centre-Forward,¬ 800Th.  ,SPAL,3204
Sergio Floccari,Centre-Forward,¬ 300Th.  ,SPAL,3204
Jacopo Murano,Centre-Forward,¬ 150Th.  ,SPAL,3204
Gianluigi Donnarumma,Goalkeeper,¬ 55.00m  ,Milan,3157
Alessandro Plizzari,Goalkeeper,¬ 2.50m  ,Milan,3157
Pepe Reina,Goalkeeper,¬ 1.00m  ,Milan,3157
Antonio Donnarumma,Goalkeeper,¬ 500Th.  ,Milan,3157
Matteo Soncin,Goalkeeper, ,Milan,3157
Alessio Romagnoli,Centre-Back,¬ 50.00m  ,Milan,3157
Mattia Caldara,Centre-Back,¬ 20.00m  ,Milan,3157
Mateo Musacchio,Centre-Back,¬ 15.00m  ,Milan,3157
Gustavo Gómez,Centre-Back,¬ 3.50m  ,Milan,3157
Cristián Zapata,Centre-Back,¬ 2.00m  ,Milan,3157
Matteo Gabbia,Centre-Back,¬ 500Th.  ,Milan,3157
Stefan Simic,Centre-Back,¬ 500Th.  ,Milan,3157
Ricardo Rodríguez,Left-Back,¬ 17.00m  ,Milan,3157
Diego Laxalt,Left-Back,¬ 12.00m  ,Milan,3157
Ivan Strinic,Left-Back,¬ 2.50m  ,Milan,3157
Gian Filippo Felicioli,Left-Back,¬ 400Th.  ,Milan,3157
Andrés Llamas,Left-Back,¬ 75Th.  ,Milan,3157
Davide Calabria,Right-Back,¬ 20.00m  ,Milan,3157
Andrea Conti,Right-Back,¬ 15.00m  ,Milan,3157
Ignazio Abate,Right-Back,¬ 2.00m  ,Milan,3157
Raoul Bellanova,Right-Back,¬ 1.00m  ,Milan,3157
Tiemoué Bakayoko,Defensive Midfield,¬ 35.00m  ,Milan,3157
Lucas Biglia,Defensive Midfield,¬ 6.00m  ,Milan,3157
Riccardo Montolivo,Defensive Midfield,¬ 500Th.  ,Milan,3157
Alexandro Cavagnera,Defensive Midfield,¬ 100Th.  ,Milan,3157
Franck Kessié,Central Midfield,¬ 33.00m  ,Milan,3157
Giacomo Bonaventura,Central Midfield,¬ 20.00m  ,Milan,3157
Manuel Locatelli,Central Midfield,¬ 12.00m  ,Milan,3157
Andrea Bertolacci,Central Midfield,¬ 3.00m  ,Milan,3157
José Mauri,Central Midfield,¬ 1.00m  ,Milan,3157
Emanuele Torrasi,Central Midfield,¬ 50Th.  ,Milan,3157
Marco Brescianini,Central Midfield,¬ 50Th.  ,Milan,3157
Tiago Dias,,¬ 150Th.  ,Milan,3157
Lucas Paquetá,Attacking Midfield,¬ 35.00m  ,Milan,3157
Hakan Calhanoglu,Attacking Midfield,¬ 20.00m  ,Milan,3157
Alen Halilovic,Attacking Midfield,¬ 2.00m  ,Milan,3157
Fabio Borini,Left Winger,¬ 7.00m  ,Milan,3157
Suso,Right Winger,¬ 40.00m  ,Milan,3157
Samu Castillejo,Right Winger,¬ 18.00m  ,Milan,3157
Krzysztof Piatek,Centre-Forward,¬ 40.00m  ,Milan,3157
Gonzalo Higuaín,Centre-Forward,¬ 35.00m  ,Milan,3157
Patrick Cutrone,Centre-Forward,¬ 28.00m  ,Milan,3157
André Silva,Centre-Forward,¬ 22.00m  ,Milan,3157
Frank Tsadjout,Centre-Forward,¬ 100Th.  ,Milan,3157
Ismet Sinani,Centre-Forward,¬ 50Th.  ,Milan,3157
Wojciech Szczesny,Goalkeeper,¬ 35.00m  ,Juventus,3159
Emil Audero,Goalkeeper,¬ 15.00m  ,Juventus,3159
Mattia Perin,Goalkeeper,¬ 13.00m  ,Juventus,3159
Carlo Pinsoglio,Goalkeeper,¬ 500Th.  ,Juventus,3159
Laurentiu Branescu,Goalkeeper,¬ 300Th.  ,Juventus,3159
Mattia Del Favero,Goalkeeper,¬ 100Th.  ,Juventus,3159
Leonardo Bonucci,Centre-Back,¬ 28.00m  ,Juventus,3159
Daniele Rugani,Centre-Back,¬ 22.00m  ,Juventus,3159
Medhi Benatia,Centre-Back,¬ 9.00m  ,Juventus,3159
Giorgio Chiellini,Centre-Back,¬ 7.50m  ,Juventus,3159
Martín Cáceres,Centre-Back,¬ 1.50m  ,Juventus,3159
Andrea Barzagli,Centre-Back,¬ 1.00m  ,Juventus,3159
Luca Marrone,Centre-Back,¬ 800Th.  ,Juventus,3159
Dario Del Fabro,Centre-Back,¬ 350Th.  ,Juventus,3159
Stefano Pellizzari,Centre-Back,¬ 100Th.  ,Juventus,3159
Luca Coccolo,Centre-Back,¬ 50Th.  ,Juventus,3159
Paolo Gozzi,Centre-Back, ,Juventus,3159
Alex Sandro,Left-Back,¬ 45.00m  ,Juventus,3159
Leonardo Spinazzola,Left-Back,¬ 15.00m  ,Juventus,3159
Rogério,Left-Back,¬ 10.00m  ,Juventus,3159
João Cancelo,Right-Back,¬ 55.00m  ,Juventus,3159
Juan Cuadrado,Right-Back,¬ 18.00m  ,Juventus,3159
Mattia De Sciglio,Right-Back,¬ 14.00m  ,Juventus,3159
Francesco Pezziardi,Right-Back,¬ 50Th.  ,Juventus,3159
Miralem Pjanic,Defensive Midfield,¬ 70.00m  ,Juventus,3159
Emre Can,Defensive Midfield,¬ 40.00m  ,Juventus,3159
Daouda Peeters,Defensive Midfield,¬ 50Th.  ,Juventus,3159
Rodrigo Bentancur,Central Midfield,¬ 35.00m  ,Juventus,3159
Blaise Matuidi,Central Midfield,¬ 22.00m  ,Juventus,3159
Stefano Sturaro,Central Midfield,¬ 10.00m  ,Juventus,3159
Sami Khedira,Central Midfield,¬ 7.00m  ,Juventus,3159
Hans Nicolussi Caviglia,Central Midfield,¬ 500Th.  ,Juventus,3159
Simone Muratore,Central Midfield,¬ 125Th.  ,Juventus,3159
Manolo Portanova,Attacking Midfield,¬ 800Th.  ,Juventus,3159
Luca Clemenza,Attacking Midfield,¬ 750Th.  ,Juventus,3159
Stefano Beltrame,Attacking Midfield,¬ 600Th.  ,Juventus,3159
Matheus Pereira,Attacking Midfield,¬ 450Th.  ,Juventus,3159
Grigoris Kastanos,Attacking Midfield,¬ 400Th.  ,Juventus,3159
Nicola Mosti,Attacking Midfield,¬ 250Th.  ,Juventus,3159
Nicolò Fagioli,Attacking Midfield, ,Juventus,3159
Giorgio Siani,,¬ 75Th.  ,Juventus,3159
Cristiano Ronaldo,Left Winger,¬ 90.00m  ,Juventus,3159
Marko Pjaca,Left Winger,¬ 10.00m  ,Juventus,3159
Federico Bernardeschi,Right Winger,¬ 45.00m  ,Juventus,3159
Douglas Costa,Right Winger,¬ 38.00m  ,Juventus,3159
Riccardo Orsolini,Right Winger,¬ 15.00m  ,Juventus,3159
Paulo Dybala,,¬ 85.00m  ,Juventus,3159
Alhassane Soumah,,¬ 150Th.  ,Juventus,3159
Moise Kean,Centre-Forward,¬ 40.00m  ,Juventus,3159
Gonzalo Higuaín,Centre-Forward,¬ 35.00m  ,Juventus,3159
Mario Mandzukic,Centre-Forward,¬ 18.00m  ,Juventus,3159
Alberto Cerri,Centre-Forward,¬ 6.00m  ,Juventus,3159
Andrea Favilli,Centre-Forward,¬ 6.00m  ,Juventus,3159
Leonardo Mancuso,Centre-Forward,¬ 2.50m  ,Juventus,3159
Stephy Mavididi,Centre-Forward,¬ 550Th.  ,Juventus,3159
Eric Lanini,Centre-Forward,¬ 300Th.  ,Juventus,3159
Stefano Padovan,Centre-Forward,¬ 175Th.  ,Juventus,3159
Davide Cais,Centre-Forward,¬ 125Th.  ,Juventus,3159
Pablo Moreno,Centre-Forward, ,Juventus,3159
Robin Olsen,Goalkeeper,¬ 7.50m  ,Roma,3158
Antonio Mirante,Goalkeeper,¬ 800Th.  ,Roma,3158
Lorenzo Crisanto,Goalkeeper,¬ 100Th.  ,Roma,3158
Daniel Fuzato,Goalkeeper,¬ 100Th.  ,Roma,3158
Stefano Greco,Goalkeeper,¬ 75Th.  ,Roma,3158
Andrea Romagnoli,Goalkeeper,¬ 25Th.  ,Roma,3158
Matteo Cardinali,Goalkeeper, ,Roma,3158
Konstantinos Manolas,Centre-Back,¬ 45.00m  ,Roma,3158
Juan Jesus,Centre-Back,¬ 9.00m  ,Roma,3158
Federico Fazio,Centre-Back,¬ 6.00m  ,Roma,3158
Iván Marcano,Centre-Back,¬ 4.00m  ,Roma,3158
Elio Capradossi,Centre-Back,¬ 2.00m  ,Roma,3158
William Bianda,Centre-Back,¬ 2.00m  ,Roma,3158
Matias Nani,Centre-Back,¬ 250Th.  ,Roma,3158
Riccardo Cargnelutti,Centre-Back,¬ 125Th.  ,Roma,3158
Aleksandar Kolarov,Left-Back,¬ 8.00m  ,Roma,3158
Luca Pellegrini,Left-Back,¬ 5.00m  ,Roma,3158
Moustapha Seck,Left-Back,¬ 200Th.  ,Roma,3158
Lorenzo Valeau,Left-Back,¬ 200Th.  ,Roma,3158
Francesco Semeraro,Left-Back, ,Roma,3158
Alessandro Florenzi,Right-Back,¬ 25.00m  ,Roma,3158
Rick Karsdorp,Right-Back,¬ 7.00m  ,Roma,3158
Davide Santon,Right-Back,¬ 5.00m  ,Roma,3158
Andrea Paolelli,Right-Back,¬ 50Th.  ,Roma,3158
Steven Nzonzi,Defensive Midfield,¬ 23.00m  ,Roma,3158
Maxime Gonalons,Defensive Midfield,¬ 4.00m  ,Roma,3158
Daniele De Rossi,Defensive Midfield,¬ 1.50m  ,Roma,3158
Andrea Marcucci,Defensive Midfield,¬ 300Th.  ,Roma,3158
Lorenzo Pellegrini,Central Midfield,¬ 35.00m  ,Roma,3158
Bryan Cristante,Central Midfield,¬ 25.00m  ,Roma,3158
Kevin Strootman,Central Midfield,¬ 20.00m  ,Roma,3158
Gerson,Central Midfield,¬ 13.00m  ,Roma,3158
Christian D'Urso,Central Midfield,¬ 450Th.  ,Roma,3158
Salvatore Pezzella,Central Midfield,¬ 300Th.  ,Roma,3158
Alessandro Bordin,Central Midfield,¬ 200Th.  ,Roma,3158
Emanuele Spinozzi,Central Midfield,¬ 150Th.  ,Roma,3158
Alessio Riccardi,Central Midfield, ,Roma,3158
Nicolò Zaniolo,Attacking Midfield,¬ 40.00m  ,Roma,3158
Javier Pastore,Attacking Midfield,¬ 15.00m  ,Roma,3158
Ante Coric,Attacking Midfield,¬ 6.00m  ,Roma,3158
Lorenzo Di Livio,Attacking Midfield,¬ 150Th.  ,Roma,3158
Stephan El Shaarawy,Left Winger,¬ 30.00m  ,Roma,3158
Justin Kluivert,Left Winger,¬ 20.00m  ,Roma,3158
Diego Perotti,Left Winger,¬ 12.00m  ,Roma,3158
Ludovico D'Orazio,Left Winger,¬ 150Th.  ,Roma,3158
Keba Coly,Left Winger,¬ 75Th.  ,Roma,3158
Gianmarco Cangiano,Left Winger, ,Roma,3158
Cengiz Ünder,Right Winger,¬ 35.00m  ,Roma,3158
Daniele Verde,Right Winger,¬ 2.50m  ,Roma,3158
Mirko Antonucci,Right Winger,¬ 500Th.  ,Roma,3158
Patrik Schick,Centre-Forward,¬ 15.00m  ,Roma,3158
Edin Dzeko,Centre-Forward,¬ 14.00m  ,Roma,3158
Grégoire Defrel,Centre-Forward,¬ 12.00m  ,Roma,3158
Ezequiel Ponce,Centre-Forward,¬ 4.00m  ,Roma,3158
Umar Sadiq,Centre-Forward,¬ 1.40m  ,Roma,3158
Zan Celar,Centre-Forward,¬ 800Th.  ,Roma,3158
Edoardo Soleri,Centre-Forward,¬ 150Th.  ,Roma,3158
Andrea Consigli,Goalkeeper,¬ 4.00m  ,Sassuolo,3315
Giacomo Satalino,Goalkeeper,¬ 150Th.  ,Sassuolo,3315
Gianluca Pegolo,Goalkeeper,¬ 150Th.  ,Sassuolo,3315
Merih Demiral,Centre-Back,¬ 15.00m  ,Sassuolo,3315
Gian Marco Ferrari,Centre-Back,¬ 14.00m  ,Sassuolo,3315
Marlon,Centre-Back,¬ 10.00m  ,Sassuolo,3315
Giangiacomo Magnani,Centre-Back,¬ 5.00m  ,Sassuolo,3315
Mauricio Lemos,Centre-Back,¬ 3.50m  ,Sassuolo,3315
Timo Letschert,Centre-Back,¬ 2.50m  ,Sassuolo,3315
Edoardo Goldaniga,Centre-Back,¬ 2.00m  ,Sassuolo,3315
Riccardo Marchizza,Centre-Back,¬ 800Th.  ,Sassuolo,3315
Luca Ravanelli,Centre-Back,¬ 200Th.  ,Sassuolo,3315
Leonardo Fontanesi,Centre-Back,¬ 150Th.  ,Sassuolo,3315
Martin Erlic,Centre-Back,¬ 150Th.  ,Sassuolo,3315
Stefano Ferraresi,Centre-Back,¬ 25Th.  ,Sassuolo,3315
Rogério,Left-Back,¬ 10.00m  ,Sassuolo,3315
Cristian Dell'Orco,Left-Back,¬ 1.00m  ,Sassuolo,3315
Alessandro Tripaldelli,Left-Back,¬ 500Th.  ,Sassuolo,3315
Federico Peluso,Left-Back,¬ 500Th.  ,Sassuolo,3315
Leonardo Sernicola,Left-Back,¬ 200Th.  ,Sassuolo,3315
Raffaele Celia,Left-Back,¬ 125Th.  ,Sassuolo,3315
Andrea Masetti,Left-Back,¬ 100Th.  ,Sassuolo,3315
Pol Lirola,Right-Back,¬ 13.00m  ,Sassuolo,3315
Claud Adjapong,Right-Back,¬ 3.50m  ,Sassuolo,3315
Simone Missiroli,Defensive Midfield,¬ 2.00m  ,Sassuolo,3315
Francesco Magnanelli,Defensive Midfield,¬ 800Th.  ,Sassuolo,3315
Andrea Ghion,Defensive Midfield,¬ 100Th.  ,Sassuolo,3315
Stefano Sensi,Central Midfield,¬ 18.00m  ,Sassuolo,3315
Alfred Duncan,Central Midfield,¬ 17.00m  ,Sassuolo,3315
Manuel Locatelli,Central Midfield,¬ 12.00m  ,Sassuolo,3315
Mehdi Bourabia,Central Midfield,¬ 4.00m  ,Sassuolo,3315
Luca Mazzitelli,Central Midfield,¬ 3.50m  ,Sassuolo,3315
Francesco Cassata,Central Midfield,¬ 3.50m  ,Sassuolo,3315
Davide Frattesi,Central Midfield,¬ 2.50m  ,Sassuolo,3315
Filippo Bandinelli,Central Midfield,¬ 1.20m  ,Sassuolo,3315
Jérémie Broh,Central Midfield,¬ 700Th.  ,Sassuolo,3315
Marco Pinato,Central Midfield,¬ 600Th.  ,Sassuolo,3315
Giovanni Sbrissa,Central Midfield,¬ 325Th.  ,Sassuolo,3315
Marius Marin,Central Midfield,¬ 200Th.  ,Sassuolo,3315
Kevin-Prince Boateng,Attacking Midfield,¬ 7.00m  ,Sassuolo,3315
Filip Djuricic,Attacking Midfield,¬ 1.50m  ,Sassuolo,3315
Jérémie Boga,Left Winger,¬ 6.00m  ,Sassuolo,3315
Federico Di Francesco,Left Winger,¬ 4.50m  ,Sassuolo,3315
Antonino Ragusa,Left Winger,¬ 1.00m  ,Sassuolo,3315
Nicholas Pierini,Left Winger,¬ 800Th.  ,Sassuolo,3315
Andrea Cisco,Left Winger,¬ 150Th.  ,Sassuolo,3315
Giacomo Zecca,Left Winger,¬ 100Th.  ,Sassuolo,3315
Matteo Politano,Right Winger,¬ 30.00m  ,Sassuolo,3315
Domenico Berardi,Right Winger,¬ 20.00m  ,Sassuolo,3315
Federico Ricci,Right Winger,¬ 1.70m  ,Sassuolo,3315
Enrico Brignola,,¬ 3.50m  ,Sassuolo,3315
Khouma Babacar,Centre-Forward,¬ 8.00m  ,Sassuolo,3315
Jens Odgaard,Centre-Forward,¬ 1.80m  ,Sassuolo,3315
Marcello Trotta,Centre-Forward,¬ 1.00m  ,Sassuolo,3315
Gianluca Scamacca,Centre-Forward,¬ 700Th.  ,Sassuolo,3315
Giacomo Raspadori,Centre-Forward,¬ 500Th.  ,Sassuolo,3315
Ettore Gliozzi,Centre-Forward,¬ 400Th.  ,Sassuolo,3315
Alessandro Matri,Centre-Forward,¬ 300Th.  ,Sassuolo,3315
Pietro Cianci,Centre-Forward,¬ 125Th.  ,Sassuolo,3315
Lukasz Skorupski,Goalkeeper,¬ 7.00m  ,Bologna,3166
Angelo da Costa,Goalkeeper,¬ 200Th.  ,Bologna,3166
Mouhamadou Sarr,Goalkeeper,¬ 100Th.  ,Bologna,3166
Antonio Santurro,Goalkeeper,¬ 100Th.  ,Bologna,3166
Caio Vinicius Pirana,Goalkeeper,¬ 75Th.  ,Bologna,3166
Federico Ravaglia,Goalkeeper,¬ 50Th.  ,Bologna,3166
Lyanco,Centre-Back,¬ 8.00m  ,Bologna,3166
Filip Helander,Centre-Back,¬ 2.00m  ,Bologna,3166
Arturo Calabresi,Centre-Back,¬ 1.80m  ,Bologna,3166
Alex Ferrari,Centre-Back,¬ 1.50m  ,Bologna,3166
Giancarlo González,Centre-Back,¬ 1.00m  ,Bologna,3166
Sebastien De Maio,Centre-Back,¬ 1.00m  ,Bologna,3166
Danilo,Centre-Back,¬ 800Th.  ,Bologna,3166
Gabriele Corbo,Centre-Back,¬ 800Th.  ,Bologna,3166
Nehuén Paz,Centre-Back,¬ 400Th.  ,Bologna,3166
Fabrizio Brignani,Centre-Back,¬ 125Th.  ,Bologna,3166
Mitchell Dijks,Left-Back,¬ 2.00m  ,Bologna,3166
Ibrahima Mbaye,Right-Back,¬ 3.00m  ,Bologna,3166
Emil Krafth,Right-Back,¬ 2.50m  ,Bologna,3166
Federico Mattiello,Right-Back,¬ 2.50m  ,Bologna,3166
Hamza El Kaouakibi,Right-Back,¬ 100Th.  ,Bologna,3166
Erick Pulgar,Defensive Midfield,¬ 10.00m  ,Bologna,3166
Ádám Nagy,Defensive Midfield,¬ 2.00m  ,Bologna,3166
Lorenzo Crisetig,Defensive Midfield,¬ 800Th.  ,Bologna,3166
Mattia Cozzari,Defensive Midfield,¬ 75Th.  ,Bologna,3166
Godfred Donsah,Central Midfield,¬ 7.00m  ,Bologna,3166
Roberto Soriano,Central Midfield,¬ 7.00m  ,Bologna,3166
Mattias Svanberg,Central Midfield,¬ 4.00m  ,Bologna,3166
Andrea Poli,Central Midfield,¬ 3.00m  ,Bologna,3166
Kingsley Michael,Central Midfield,¬ 1.00m  ,Bologna,3166
Blerim Dzemaili,Central Midfield,¬ 1.00m  ,Bologna,3166
Luca Rizzo,Central Midfield,¬ 800Th.  ,Bologna,3166
Giordano Trovade,Central Midfield,¬ 75Th.  ,Bologna,3166
César Falletti,Attacking Midfield,¬ 2.00m  ,Bologna,3166
Juan Manuel Valencia,Attacking Midfield,¬ 300Th.  ,Bologna,3166
Nicola Sansone,Left Winger,¬ 7.50m  ,Bologna,3166
Ladislav Krejci,Left Winger,¬ 2.75m  ,Bologna,3166
Andrea Vassallo,Left Winger,¬ 150Th.  ,Bologna,3166
Riccardo Orsolini,Right Winger,¬ 15.00m  ,Bologna,3166
Simone Edera,Right Winger,¬ 1.00m  ,Bologna,3166
Orji Okwonkwo,Right Winger,¬ 1.00m  ,Bologna,3166
Aaron Mattia Tabacchi,Right Winger,¬ 25Th.  ,Bologna,3166
Federico Santander,Centre-Forward,¬ 6.00m  ,Bologna,3166
Felipe Avenatti,Centre-Forward,¬ 5.00m  ,Bologna,3166
Mattia Destro,Centre-Forward,¬ 3.50m  ,Bologna,3166
Diego Falcinelli,Centre-Forward,¬ 3.00m  ,Bologna,3166
Rodrigo Palacio,Centre-Forward,¬ 500Th.  ,Bologna,3166
Simone Rossetti,Centre-Forward,¬ 150Th.  ,Bologna,3166
Emil Audero,Goalkeeper,¬ 15.00m  ,Sampdoria,3164
Vid Belec,Goalkeeper,¬ 800Th.  ,Sampdoria,3164
Rafael,Goalkeeper,¬ 500Th.  ,Sampdoria,3164
Wladimiro Falcone,Goalkeeper,¬ 175Th.  ,Sampdoria,3164
Andrea Tozzo,Goalkeeper,¬ 150Th.  ,Sampdoria,3164
Titas Krapikas,Goalkeeper,¬ 150Th.  ,Sampdoria,3164
Giacomo Piccardo,Goalkeeper,¬ 75Th.  ,Sampdoria,3164
Joachim Andersen,Centre-Back,¬ 25.00m  ,Sampdoria,3164
Omar Colley,Centre-Back,¬ 8.00m  ,Sampdoria,3164
Lorenzo Tonelli,Centre-Back,¬ 7.00m  ,Sampdoria,3164
Alex Ferrari,Centre-Back,¬ 1.50m  ,Sampdoria,3164
Lorenco Simic,Centre-Back,¬ 1.00m  ,Sampdoria,3164
Álex Pastor,Centre-Back,¬ 150Th.  ,Sampdoria,3164
Erasmo Mulè,Centre-Back,¬ 125Th.  ,Sampdoria,3164
Tommaso Farabegoli,Centre-Back,¬ 125Th.  ,Sampdoria,3164
Maxime Leverbe,Centre-Back,¬ 100Th.  ,Sampdoria,3164
Filippo Oliana,Centre-Back,¬ 75Th.  ,Sampdoria,3164
Nicola Murru,Left-Back,¬ 7.00m  ,Sampdoria,3164
Vasco Regini,Left-Back,¬ 1.40m  ,Sampdoria,3164
Júnior Tavares,Left-Back,¬ 1.00m  ,Sampdoria,3164
Bartosz Bereszynski,Right-Back,¬ 10.00m  ,Sampdoria,3164
Jacopo Sala,Right-Back,¬ 1.60m  ,Sampdoria,3164
Michal Tomic,Right-Back,¬ 225Th.  ,Sampdoria,3164
Cristian Had~iosmanovi,Right-Back,¬ 150Th.  ,Sampdoria,3164
Carlo Romei,Right-Back,¬ 25Th.  ,Sampdoria,3164
Albin Ekdal,Defensive Midfield,¬ 5.00m  ,Sampdoria,3164
Leonardo Capezzi,Defensive Midfield,¬ 800Th.  ,Sampdoria,3164
Alessandro Gabbani,Defensive Midfield,¬ 25Th.  ,Sampdoria,3164
Dennis Praet,Central Midfield,¬ 24.00m  ,Sampdoria,3164
Karol Linetty,Central Midfield,¬ 15.00m  ,Sampdoria,3164
Jakub Jankto,Central Midfield,¬ 12.00m  ,Sampdoria,3164
Ronaldo Vieira,Central Midfield,¬ 5.00m  ,Sampdoria,3164
Édgar Barreto,Central Midfield,¬ 1.00m  ,Sampdoria,3164
Antonio Palumbo,Central Midfield,¬ 450Th.  ,Sampdoria,3164
David Ivan,Central Midfield,¬ 250Th.  ,Sampdoria,3164
Denis Baumgartner,Central Midfield,¬ 250Th.  ,Sampdoria,3164
Roberto Criscuolo,Central Midfield,¬ 75Th.  ,Sampdoria,3164
Simone Trimboli,Central Midfield, ,Sampdoria,3164
Gabriele Rolando,,¬ 400Th.  ,Sampdoria,3164
Gastón Ramírez,Attacking Midfield,¬ 10.00m  ,Sampdoria,3164
Riccardo Saponara,Attacking Midfield,¬ 8.50m  ,Sampdoria,3164
Valerio Verre,Attacking Midfield,¬ 3.50m  ,Sampdoria,3164
Mohamed Bahlouli,Left Winger,¬ 100Th.  ,Sampdoria,3164
Gomes Ricciulli,Left Winger,¬ 75Th.  ,Sampdoria,3164
Jamie Yayi Mpie,Left Winger, ,Sampdoria,3164
Federico Furlan,Right Winger,¬ 450Th.  ,Sampdoria,3164
Gianluca Caprari,,¬ 10.00m  ,Sampdoria,3164
Ognjen Stijepovic,,¬ 100Th.  ,Sampdoria,3164
Manolo Gabbiadini,Centre-Forward,¬ 12.00m  ,Sampdoria,3164
Grégoire Defrel,Centre-Forward,¬ 12.00m  ,Sampdoria,3164
Dawid Kownacki,Centre-Forward,¬ 9.00m  ,Sampdoria,3164
Fabio Quagliarella,Centre-Forward,¬ 2.50m  ,Sampdoria,3164
Federico Bonazzoli,Centre-Forward,¬ 1.50m  ,Sampdoria,3164
Giacomo Vrioni,Centre-Forward,¬ 500Th.  ,Sampdoria,3164
Marco Sau,Centre-Forward,¬ 400Th.  ,Sampdoria,3164
Abou Diop,Centre-Forward,¬ 250Th.  ,Sampdoria,3164
Ibourahima Baldé,Centre-Forward,¬ 150Th.  ,Sampdoria,3164
Antonio Di Nardo,Centre-Forward,¬ 125Th.  ,Sampdoria,3164
Domenico Cuomo,Centre-Forward,¬ 25Th.  ,Sampdoria,3164
Adrian Semper,Goalkeeper,¬ 1.00m  ,Chievo,3165
Stefano Sorrentino,Goalkeeper,¬ 500Th.  ,Chievo,3165
Andrea Seculin,Goalkeeper,¬ 300Th.  ,Chievo,3165
Alessandro Confente,Goalkeeper,¬ 125Th.  ,Chievo,3165
Lorenzo Sarini,Goalkeeper,¬ 50Th.  ,Chievo,3165
Filippo Pavoni,Goalkeeper,¬ 25Th.  ,Chievo,3165
Michele Bragantini,Goalkeeper, ,Chievo,3165
Elia Caprile,Goalkeeper, ,Chievo,3165
Mattia Bani,Centre-Back,¬ 2.50m  ,Chievo,3165
Federico Barba,Centre-Back,¬ 2.00m  ,Chievo,3165
Martin Valjent,Centre-Back,¬ 1.50m  ,Chievo,3165
Nenad Tomovi,Centre-Back,¬ 600Th.  ,Chievo,3165
Luca Rossettini,Centre-Back,¬ 500Th.  ,Chievo,3165
Marco Andreolli,Centre-Back,¬ 500Th.  ,Chievo,3165
Strahinja Tanasijevic,Centre-Back,¬ 200Th.  ,Chievo,3165
Bostjan Cesar,Centre-Back,¬ 200Th.  ,Chievo,3165
Matteo Solini,Centre-Back,¬ 150Th.  ,Chievo,3165
Michele Rigione,Centre-Back,¬ 150Th.  ,Chievo,3165
Edoardo Sbampato,Centre-Back,¬ 100Th.  ,Chievo,3165
Davide Mansi,Centre-Back,¬ 75Th.  ,Chievo,3165
Thadèe Kaleba,Centre-Back,¬ 75Th.  ,Chievo,3165
Cesare Pogliano,Centre-Back,¬ 50Th.  ,Chievo,3165
Davide Savi,Centre-Back,¬ 25Th.  ,Chievo,3165
Giovanni Nuti,Centre-Back,¬ 25Th.  ,Chievo,3165
Pawel Jaroszynski,Left-Back,¬ 400Th.  ,Chievo,3165
Ansoumana Sané,Left-Back,¬ 200Th.  ,Chievo,3165
Angelo Ndrecka,Left-Back, ,Chievo,3165
Fabio Depaoli,Right-Back,¬ 5.00m  ,Chievo,3165
